	id	sentence1	sentence2	similarity
323	324	A man is pointing at a silver sedan	A man is pointing at a car	4.25
324	325	A man is pointing at a silver sedan	There is no man pointing at a car	3.8749999999999996
325	326	A man is pointing at a car	A man is in a parking lot and is playing tennis against a large wall	1.6249999999999998
326	327	A man is in a parking lot and is playing tennis against a large wall	There is no man pointing at a car	0.625
327	328	A man is pointing at a silver sedan	A lone man is in a parking lot and is playing tennis against a large wall	0.4999999999999999
328	329	A man is in a parking lot and is playing tennis against a friend	A man is pointing at a silver sedan	0.37500000000000006
329	330	A man is pointing at a silver sedan	A man is in a parking lot and is playing tennis against a large wall	0.37500000000000006
330	331	A group of people is on a beach	A group of people is near the sea	3.75
331	332	A group of people is on a beach	A group of people is on a mountain	2.0
332	333	A man, a woman and two girls are walking on the beach	Four people are walking on the beach	4.375
333	334	A man, a woman and two girls are walking on the beach	A man, a woman and two girls are sitting on the beach	2.625
334	335	A group of people is on a beach	Four people are walking on the beach	4.5
335	336	A man, a woman and two girls are sitting on the beach	A group of people is on a beach	4.25
336	337	A man, a woman and two girls are walking on the beach	A group of people is near the sea	3.5
337	338	A man, a woman and two girls are walking on the beach	A group of people is on a mountain	0.4999999999999999
338	339	A man, a woman and two girls are walking on the beach	A group of people is on a beach	4.125
339	340	A schoolgirl with a black bag is on a crowded train	A girl with a black bag is on a crowded train	4.625
340	341	There is no girl with a black bag on a crowded train	A girl with a black bag is on a crowded train	3.375
341	342	A girl with a black bag is on a crowded train	A cramped black train is on the bag of a girl	2.125
342	343	An Asian woman in a crowd is carrying a black bag	An Asian woman in in the midst of many people is carrying a black bag	4.75
343	344	An Asian woman in a crowd is not carrying a black bag	An Asian woman in a crowd is carrying a black bag	3.5
344	345	An Asian woman in in the midst of many people is carrying a black bag	A girl with a black bag is on a crowded train	3.125
345	346	A girl with a black bag is on a crowded train	An Asian woman in a crowd is not carrying a black bag	1.875
346	347	A schoolgirl with a black bag is on a crowded train	An Asian woman in a crowd is carrying a black bag	2.25
347	348	There is no girl with a black bag on a crowded train	An Asian woman in a crowd is carrying a black bag	2.0
348	349	An Asian woman in a crowd is carrying a black bag	A cramped black train is on the bag of a girl	1.375
349	350	A girl with a black bag is on a crowded train	An Asian woman in a crowd is carrying a black bag	2.75
350	351	A dog is chasing another and is holding a stick in its mouth	A dog is chasing another and is holding a piece of wood in its mouth	4.5
351	352	There is no dog chasing another or holding a stick in its mouth	A dog is chasing another and is holding a stick in its mouth	3.625
352	353	A dog is chasing another and is holding a stick in its mouth	A dog is chasing a stick and holding another dog in its mouth	2.75
353	354	Two dogs are running and carrying a toy in their mouths	Two dogs are running and carrying an object in their mouths	4.125
354	355	There is no dog running and carrying an object in its mouth	Two dogs are running and carrying an object in their mouths	3.125
355	356	Two dogs are running and carrying a toy in their mouths	A dog is chasing another and is holding a stick in its mouth	4.0
356	357	There is no dog running and carrying an object in its mouth	A dog is chasing another and is holding a stick in its mouth	2.625
357	358	A dog is chasing another and is holding a piece of wood in its mouth	Two dogs are running and carrying an object in their mouths	3.625
358	359	There is no dog chasing another or holding a stick in its mouth	Two dogs are running and carrying an object in their mouths	3.625
359	360	Two dogs are running and carrying an object in their mouths	A dog is chasing a stick and holding another dog in its mouth	2.75
360	361	A dog is chasing another and is holding a stick in its mouth	Two dogs are running and carrying an object in their mouths	3.75
361	362	A dirty soccer ball is rolling into a goal net	A soccer ball is rolling into a goal net	4.375
362	363	A soccer ball is not rolling into a goal net	A soccer ball is rolling into a goal net	3.0
363	364	A person who plays soccer is kicking a ball into the goal	A soccer player is kicking a ball into the goal	4.875
364	365	A soccer player is kicking a ball out of the goal	A soccer player is kicking a ball into the goal	4.25
365	366	A person who plays soccer is kicking a ball into the goal	A soccer ball is rolling into a goal net	3.8749999999999996
366	367	A soccer ball is rolling into a goal net	A soccer player is kicking a ball out of the goal	2.75
367	368	A dirty soccer ball is rolling into a goal net	A soccer player is kicking a ball into the goal	3.5
368	369	A soccer player is kicking a ball into the goal	A soccer ball is not rolling into a goal net	2.25
369	370	A soccer ball is rolling into a goal net	A soccer player is kicking a ball into the goal	4.125
370	371	A man is resting on a chair and rubbing his eyes	A man is sitting on a chair and rubbing his eyes	4.125
371	372	A man is sitting on a chair and rubbing his eyes	There is no man sitting on a chair and rubbing his eyes	3.5
372	373	A man with tattoos is lounging on a couch and holding a pencil	A tattooed man is on a sofa and is holding a pencil	4.25
373	374	A man with tattoos is lounging on a couch and holding a pencil	A man with tattoos is lounging on a couch and is looking for a pencil	2.375
374	375	A man with tattoos is holding a couch with a pencil	A man with tattoos is lounging on a couch and holding a pencil	2.0
375	376	A man is sitting on a chair and rubbing his eyes	A tattooed man is on a sofa and is holding a pencil	1.75
376	377	A man is sitting on a chair and rubbing his eyes	A man with tattoos is lounging on a couch and is looking for a pencil	1.375
